InvoiceID,Branch,City,CustomerType,Gender,ProductLine,UnitPrice,Quantity,Tax,Total,Date,Time,Payment,Rating, Revwithout tax, MonthName,DayOfWeek,HourOfDay,ProfitEstimate,tax, total
545-71-4735,B,Mandalay,Member,Female,Baby care,93.37,1.00,4.67,98.04,2019-11-02,18:38,Credit card,9.60,93.37,November,Saturday,18,28.011,4.6685,121.381
922-18-9434,C,Naypyitaw,Normal,Male,Fashion accessories,11.72,2.00,1.17,24.61,2019-11-03,16:53,Credit card,8.90,23.44,November,Sunday,16,7.032,1.172,30.472
642-49-5324,B,Mandalay,Member,Female,Electronic accessories,52.92,7.00,18.52,388.96,2019-11-04,12:11,Credit card,7.40,370.44,November,Monday,12,111.132,18.522,481.572
647-33-6342,B,Mandalay,Normal,Female,Electronic accessories,71.89,4.00,14.38,301.94,2019-11-05,14:28,Credit card,7.90,287.56,November,Tuesday,14,86.268,14.378,373.828
105-75-9659,C,Naypyitaw,Member,Male,Sports and travel,75.04,8.00,30.02,630.34,2019-11-06,08:42,Cash,9.40,600.32,November,Wednesday,8,180.096,30.016,780.416
831-84-9195,A,Yangon,Normal,Female,Sports and travel,72.33,3.00,10.85,227.84,2019-11-07,12:14,Cash,6.40,216.99,November,Thursday,12,65.097,10.8495,282.087
946-15-1117,C,Naypyitaw,Member,Female,Fashion accessories,22.10,6.00,6.63,139.23,2019-11-08,09:51,Ewallet,6.00,132.6,November,Friday,9,39.78,6.63,172.38
980-60-6560,A,Yangon,Normal,Female,Sports and travel,36.95,9.00,16.63,349.18,2019-11-09,14:52,Credit card,4.10,332.55,November,Saturday,14,99.765,16.6275,432.315
293-88-7316,C,Naypyitaw,Member,Male,Electronic accessories,42.28,1.00,2.11,44.39,2019-11-10,19:53,Ewallet,9.00,42.28,November,Sunday,19,12.684,2.114,54.964
399-14-7469,C,Naypyitaw,Member,Male,Baby care,82.40,1.00,4.12,86.52,2019-11-11,09:02,Cash,8.80,82.4,November,Monday,9,24.72,4.12,107.12
509-77-9915,B,Mandalay,Member,Female,Home and lifestyle,35.09,8.00,14.04,294.76,2019-11-12,14:42,Cash,4.60,280.72,November,Tuesday,14,84.216,14.036,364.936
324-29-5208,A,Yangon,Normal,Male,Food and beverages,28.96,3.00,4.34,91.22,2019-11-13,09:43,Ewallet,7.50,86.88,November,Wednesday,9,26.064,4.344,112.944
239-56-3048,B,Mandalay,Member,Female,Home and lifestyle,96.17,5.00,24.04,504.89,2019-11-14,13:36,Credit card,6.80,480.85,November,Thursday,13,144.255,24.0425,625.105
189-23-2828,A,Yangon,Normal,Female,Home and lifestyle,10.80,1.00,0.54,11.34,2019-11-15,17:32,Credit card,4.70,10.8,November,Friday,17,3.24,0.54,14.04
993-20-7988,C,Naypyitaw,Normal,Female,Electronic accessories,99.80,5.00,24.95,523.95,2019-11-16,19:58,Credit card,9.90,499,November,Saturday,19,149.7,24.95,648.7
358-42-1009,C,Naypyitaw,Member,Female,Home and lifestyle,70.91,6.00,21.27,446.73,2019-11-17,17:10,Credit card,5.30,425.46,November,Sunday,17,127.638,21.273,553.098
360-32-3219,A,Yangon,Member,Female,Fashion accessories,84.56,8.00,33.82,710.30,2019-11-18,11:58,Ewallet,4.40,676.48,November,Monday,11,202.944,33.824,879.424
997-22-6287,B,Mandalay,Member,Male,Health and Beauty,36.52,3.00,5.48,115.04,2019-11-19,09:03,Ewallet,7.60,109.56,November,Tuesday,9,32.868,5.478,142.428
741-93-9512,B,Mandalay,Normal,Female,Sports and travel,11.29,3.00,1.69,35.56,2019-11-20,08:33,Cash,8.40,33.87,November,Wednesday,8,10.161,1.6935,44.031
418-82-3832,B,Mandalay,Member,Male,Health and Beauty,76.41,9.00,34.38,722.07,2019-11-21,20:23,Credit card,4.20,687.69,November,Thursday,20,206.307,34.3845,893.997
876-84-4490,B,Mandalay,Normal,Male,Baby care,85.07,4.00,17.01,357.29,2019-11-22,13:01,Credit card,8.00,340.28,November,Friday,13,102.084,17.014,442.364
705-58-2604,C,Naypyitaw,Normal,Female,Food and beverages,76.64,4.00,15.33,321.89,2019-11-23,19:05,Credit card,7.20,306.56,November,Saturday,19,91.968,15.328,398.528
417-69-1235,C,Naypyitaw,Member,Female,Sports and travel,22.86,7.00,8.00,168.02,2019-11-24,17:24,Ewallet,4.60,160.02,November,Sunday,17,48.006,8.001,208.026
433-84-6256,C,Naypyitaw,Member,Male,Home and lifestyle,77.81,2.00,7.78,163.40,2019-11-25,14:56,Credit card,5.00,155.62,November,Monday,14,46.686,7.781,202.306
687-44-3560,C,Naypyitaw,Member,Male,Food and beverages,79.20,8.00,31.68,665.28,2019-11-26,12:54,Ewallet,7.40,633.6,November,Tuesday,12,190.08,31.68,823.68
395-73-6951,C,Naypyitaw,Member,Male,Sports and travel,69.27,6.00,20.78,436.40,2019-11-27,18:15,Credit card,5.80,415.62,November,Wednesday,18,124.686,20.781,540.306
448-81-7413,B,Mandalay,Member,Female,Fashion accessories,78.95,3.00,11.84,248.69,2019-11-28,14:27,Credit card,9.60,236.85,November,Thursday,14,71.055,11.8425,307.905
927-39-5820,B,Mandalay,Member,Male,Fashion accessories,86.13,9.00,38.76,813.93,2019-11-29,19:50,Cash,8.90,775.17,November,Friday,19,232.551,38.7585,1007.721
264-14-3898,B,Mandalay,Normal,Female,Fashion accessories,65.22,5.00,16.31,342.41,2019-11-30,14:48,Credit card,9.90,326.1,November,Saturday,14,97.83,16.305,423.93
478-87-8577,B,Mandalay,Normal,Female,Fashion accessories,17.97,8.00,7.19,150.95,2019-12-01,16:57,Credit card,5.60,143.76,December,Sunday,16,43.128,7.188,186.888
673-13-1600,C,Naypyitaw,Normal,Female,Home and lifestyle,53.89,7.00,18.86,396.09,2019-12-02,20:21,Cash,9.80,377.23,December,Monday,20,113.169,18.8615,490.399
848-51-3136,C,Naypyitaw,Member,Male,Health and Beauty,16.99,8.00,6.80,142.72,2019-12-03,12:22,Ewallet,6.60,135.92,December,Tuesday,12,40.776,6.796,176.696
501-49-7943,C,Naypyitaw,Normal,Female,Sports and travel,46.68,7.00,16.34,343.10,2019-12-04,12:41,Ewallet,6.10,326.76,December,Wednesday,12,98.028,16.338,424.788
790-47-6984,A,Yangon,Normal,Female,Home and lifestyle,46.64,3.00,7.00,146.92,2019-12-05,12:31,Credit card,4.30,139.92,December,Thursday,12,41.976,6.996,181.896
122-72-3190,B,Mandalay,Normal,Female,Fashion accessories,15.94,2.00,1.59,33.47,2019-12-06,18:09,Ewallet,4.30,31.88,December,Friday,18,9.564,1.594,41.444
764-26-2248,B,Mandalay,Normal,Female,Baby care,41.39,7.00,14.49,304.22,2019-12-07,18:38,Credit card,8.20,289.73,December,Saturday,18,86.919,14.4865,376.649
602-75-2997,C,Naypyitaw,Normal,Female,Health and Beauty,19.99,3.00,3.00,62.97,2019-12-08,17:14,Cash,6.70,59.97,December,Sunday,17,17.991,2.9985,77.961
920-60-2970,B,Mandalay,Member,Male,Baby care,82.74,3.00,12.41,260.63,2019-12-09,14:28,Cash,5.40,248.22,December,Monday,14,74.466,12.411,322.686
297-15-2202,B,Mandalay,Member,Female,Food and beverages,95.29,2.00,9.53,200.11,2019-12-10,18:46,Credit card,7.70,190.58,December,Tuesday,18,57.174,9.529,247.754
653-73-8667,C,Naypyitaw,Normal,Female,Baby care,16.51,4.00,3.30,69.34,2019-12-11,10:18,Cash,5.50,66.04,December,Wednesday,10,19.812,3.302,85.852
114-38-6408,A,Yangon,Normal,Male,Food and beverages,95.96,8.00,38.38,806.06,2019-12-12,17:27,Cash,7.50,767.68,December,Thursday,17,230.304,38.384,997.984
577-36-1419,A,Yangon,Normal,Female,Food and beverages,57.03,1.00,2.85,59.88,2019-12-13,20:14,Credit card,6.20,57.03,December,Friday,20,17.109,2.8515,74.139
256-47-2120,A,Yangon,Member,Male,Fashion accessories,36.96,1.00,1.85,38.81,2019-12-14,10:05,Credit card,8.90,36.96,December,Saturday,10,11.088,1.848,48.048
510-64-3336,C,Naypyitaw,Member,Female,Food and beverages,16.92,5.00,4.23,88.83,2019-12-15,19:46,Cash,8.90,84.6,December,Sunday,19,25.38,4.23,109.98
353-77-3645,B,Mandalay,Normal,Male,Electronic accessories,55.06,5.00,13.76,289.06,2019-12-16,13:12,Ewallet,6.90,275.3,December,Monday,13,82.59,13.765,357.89
933-19-5612,C,Naypyitaw,Member,Male,Sports and travel,81.51,1.00,4.08,85.59,2019-12-17,20:18,Ewallet,6.10,81.51,December,Tuesday,20,24.453,4.0755,105.963
734-83-7028,C,Naypyitaw,Member,Female,Sports and travel,73.64,6.00,22.09,463.93,2019-12-18,10:07,Credit card,6.20,441.84,December,Wednesday,10,132.552,22.092,574.392
258-56-7371,B,Mandalay,Normal,Female,Fashion accessories,14.52,1.00,0.73,15.25,2019-12-19,15:54,Credit card,8.80,14.52,December,Thursday,15,4.356,0.726,18.876
976-97-8863,A,Yangon,Member,Female,Electronic accessories,16.56,5.00,4.14,86.94,2019-12-20,17:19,Ewallet,6.00,82.8,December,Friday,17,24.84,4.14,107.64
114-38-4719,A,Yangon,Member,Male,Baby care,46.26,9.00,20.82,437.16,2019-12-21,11:50,Cash,5.30,416.34,December,Saturday,11,124.902,20.817,541.242
360-38-3371,C,Naypyitaw,Normal,Male,Home and lifestyle,36.58,5.00,9.14,192.04,2019-12-22,12:02,Ewallet,4.50,182.9,December,Sunday,12,54.87,9.145,237.77
943-54-5225,A,Yangon,Member,Male,Baby care,30.91,6.00,9.27,194.73,2019-12-23,20:07,Ewallet,6.80,185.46,December,Monday,20,55.638,9.273,241.098
510-45-1793,C,Naypyitaw,Member,Female,Home and lifestyle,35.29,8.00,14.12,296.44,2019-12-24,14:15,Ewallet,6.90,282.32,December,Tuesday,14,84.696,14.116,367.016
910-36-3116,C,Naypyitaw,Normal,Male,Food and beverages,82.31,1.00,4.12,86.43,2019-12-25,20:02,Ewallet,9.00,82.31,December,Wednesday,20,24.693,4.1155,107.003
759-20-7166,B,Mandalay,Member,Male,Health and Beauty,93.63,2.00,9.36,196.62,2019-12-26,16:59,Credit card,5.30,187.26,December,Thursday,16,56.178,9.363,243.438
914-55-9554,B,Mandalay,Member,Female,Home and lifestyle,46.46,9.00,20.91,439.05,2019-12-27,20:52,Credit card,6.30,418.14,December,Friday,20,125.442,20.907,543.582
495-22-8783,B,Mandalay,Normal,Male,Health and Beauty,91.55,3.00,13.73,288.38,2019-12-28,16:06,Cash,8.90,274.65,December,Saturday,16,82.395,13.7325,357.045
309-98-8790,C,Naypyitaw,Normal,Male,Sports and travel,38.93,6.00,11.68,245.26,2019-12-29,14:37,Cash,8.90,233.58,December,Sunday,14,70.074,11.679,303.654
715-69-4531,B,Mandalay,Normal,Female,Health and Beauty,52.88,5.00,13.22,277.62,2019-12-30,09:40,Cash,6.30,264.4,December,Monday,9,79.32,13.22,343.72
455-77-4876,A,Yangon,Member,Male,Sports and travel,30.34,2.00,3.03,63.71,2019-12-31,13:23,Cash,6.80,60.68,December,Tuesday,13,18.204,3.034,78.884
939-40-7024,A,Yangon,Normal,Female,Electronic accessories,67.64,7.00,23.67,497.15,2020-01-01,08:36,Ewallet,5.80,473.48,January,Wednesday,8,142.044,23.674,615.524
150-38-4368,C,Naypyitaw,Member,Female,Electronic accessories,98.11,4.00,19.62,412.06,2020-01-02,19:00,Credit card,9.60,392.44,January,Thursday,19,117.732,19.622,510.172
825-20-2792,C,Naypyitaw,Normal,Female,Fashion accessories,64.31,1.00,3.22,67.53,2020-01-03,17:42,Credit card,4.70,64.31,January,Friday,17,19.293,3.2155,83.603
913-30-4417,B,Mandalay,Member,Female,Fashion accessories,42.20,4.00,8.44,177.24,2020-01-04,15:55,Cash,9.60,168.8,January,Saturday,15,50.64,8.44,219.44
721-45-4030,C,Naypyitaw,Normal,Female,Food and beverages,68.30,6.00,20.49,430.29,2020-01-05,08:24,Cash,8.10,409.8,January,Sunday,8,122.94,20.49,532.74
924-10-2854,C,Naypyitaw,Normal,Male,Home and lifestyle,21.06,7.00,7.37,154.79,2020-01-06,09:11,Ewallet,7.20,147.42,January,Monday,9,44.226,7.371,191.646
666-49-3708,A,Yangon,Normal,Male,Food and beverages,89.98,7.00,31.49,661.35,2020-01-07,16:16,Ewallet,4.20,629.86,January,Tuesday,16,188.958,31.493,818.818
530-82-9393,A,Yangon,Normal,Female,Sports and travel,55.28,7.00,19.35,406.31,2020-01-08,19:25,Cash,6.90,386.96,January,Wednesday,19,116.088,19.348,503.048
535-66-5212,B,Mandalay,Member,Female,Food and beverages,50.44,3.00,7.57,158.89,2020-01-09,16:35,Credit card,6.40,151.32,January,Thursday,16,45.396,7.566,196.716
765-50-8970,C,Naypyitaw,Normal,Male,Health and Beauty,62.73,6.00,18.82,395.20,2020-01-10,16:22,Credit card,5.00,376.38,January,Friday,16,112.914,18.819,489.294
674-34-2625,C,Naypyitaw,Normal,Female,Sports and travel,66.23,8.00,26.49,556.33,2020-01-11,18:05,Credit card,7.90,529.84,January,Saturday,18,158.952,26.492,688.792
174-47-9577,A,Yangon,Member,Female,Fashion accessories,16.46,4.00,3.29,69.13,2020-01-12,12:42,Cash,9.80,65.84,January,Sunday,12,19.752,3.292,85.592
309-43-7490,C,Naypyitaw,Normal,Female,Electronic accessories,71.44,8.00,28.58,600.10,2020-01-13,16:17,Credit card,7.40,571.52,January,Monday,16,171.456,28.576,742.976
628-52-5971,A,Yangon,Member,Male,Fashion accessories,31.77,2.00,3.18,66.72,2020-01-14,20:42,Ewallet,8.30,63.54,January,Tuesday,20,19.062,3.177,82.602
862-60-2205,B,Mandalay,Normal,Male,Home and lifestyle,74.26,9.00,33.42,701.76,2020-01-15,19:17,Ewallet,4.40,668.34,January,Wednesday,19,200.502,33.417,868.842
763-34-2990,A,Yangon,Normal,Female,Sports and travel,84.03,9.00,37.81,794.08,2020-01-16,18:59,Cash,6.50,756.27,January,Thursday,18,226.881,37.8135,983.151
279-79-4572,C,Naypyitaw,Normal,Female,Sports and travel,82.36,8.00,32.94,691.82,2020-01-17,16:27,Ewallet,4.70,658.88,January,Friday,16,197.664,32.944,856.544
955-42-7320,B,Mandalay,Member,Male,Health and Beauty,59.73,1.00,2.99,62.72,2020-01-18,10:55,Cash,7.70,59.73,January,Saturday,10,17.919,2.9865,77.649
384-72-5757,A,Yangon,Normal,Male,Home and lifestyle,56.82,2.00,5.68,119.32,2020-01-19,18:31,Credit card,9.60,113.64,January,Sunday,18,34.092,5.682,147.732
765-37-6588,A,Yangon,Normal,Female,Electronic accessories,22.86,6.00,6.86,144.02,2020-01-20,16:39,Credit card,8.00,137.16,January,Monday,16,41.148,6.858,178.308
148-80-5944,B,Mandalay,Normal,Female,Baby care,79.78,5.00,19.94,418.84,2020-01-21,11:27,Credit card,4.50,398.9,January,Tuesday,11,119.67,19.945,518.57
183-58-5243,B,Mandalay,Member,Male,Sports and travel,34.43,9.00,15.49,325.36,2020-01-22,08:03,Ewallet,6.10,309.87,January,Wednesday,8,92.961,15.4935,402.831
729-95-6182,A,Yangon,Member,Male,Sports and travel,54.70,5.00,13.68,287.18,2020-01-23,16:33,Cash,7.30,273.5,January,Thursday,16,82.05,13.675,355.55
800-58-5422,C,Naypyitaw,Normal,Male,Health and Beauty,35.58,2.00,3.56,74.72,2020-01-24,10:25,Credit card,6.40,71.16,January,Friday,10,21.348,3.558,92.508
868-22-3482,A,Yangon,Member,Female,Food and beverages,22.04,4.00,4.41,92.57,2020-01-25,15:05,Cash,9.00,88.16,January,Saturday,15,26.448,4.408,114.608
990-65-9914,B,Mandalay,Normal,Male,Electronic accessories,66.66,9.00,30.00,629.94,2020-01-26,15:47,Credit card,8.90,599.94,January,Sunday,15,179.982,29.997,779.922
417-41-3717,A,Yangon,Normal,Female,Fashion accessories,14.89,1.00,0.74,15.63,2020-01-27,14:29,Ewallet,7.70,14.89,January,Monday,14,4.467,0.7445,19.357
384-58-5524,B,Mandalay,Normal,Male,Home and lifestyle,77.38,1.00,3.87,81.25,2020-01-28,20:12,Ewallet,6.20,77.38,January,Tuesday,20,23.214,3.869,100.594
576-39-8311,B,Mandalay,Normal,Male,Sports and travel,38.58,7.00,13.50,283.56,2020-01-29,12:24,Cash,5.50,270.06,January,Wednesday,12,81.018,13.503,351.078
523-28-3065,C,Naypyitaw,Normal,Male,Sports and travel,10.01,3.00,1.50,31.53,2020-01-30,11:53,Ewallet,4.60,30.03,January,Thursday,11,9.009,1.5015,39.039
868-87-6490,B,Mandalay,Normal,Male,Fashion accessories,56.00,2.00,5.60,117.60,2020-01-31,09:46,Ewallet,6.10,112,January,Friday,9,33.6,5.6,145.6
274-75-7645,B,Mandalay,Normal,Female,Electronic accessories,14.22,9.00,6.40,134.38,2020-02-01,09:01,Cash,6.50,127.98,February,Saturday,9,38.394,6.399,166.374
212-47-5926,C,Naypyitaw,Member,Female,Food and beverages,34.86,3.00,5.23,109.81,2020-02-02,17:54,Credit card,8.10,104.58,February,Sunday,17,31.374,5.229,135.954
743-10-4335,B,Mandalay,Member,Male,Sports and travel,73.63,2.00,7.36,154.62,2020-02-03,20:49,Ewallet,7.90,147.26,February,Monday,20,44.178,7.363,191.438
154-12-5873,C,Naypyitaw,Member,Female,Electronic accessories,15.64,8.00,6.26,131.38,2020-02-04,19:46,Cash,4.40,125.12,February,Tuesday,19,37.536,6.256,162.656
557-92-7305,C,Naypyitaw,Member,Male,Fashion accessories,85.54,6.00,25.66,538.90,2020-02-05,20:49,Ewallet,6.40,513.24,February,Wednesday,20,153.972,25.662,667.212
479-96-1054,B,Mandalay,Member,Male,Health and Beauty,10.34,6.00,3.10,65.14,2020-02-06,16:54,Ewallet,5.10,62.04,February,Thursday,16,18.612,3.102,80.652
575-41-4462,B,Mandalay,Member,Male,Food and beverages,32.21,7.00,11.27,236.74,2020-02-07,18:18,Ewallet,4.90,225.47,February,Friday,18,67.641,11.2735,293.111
448-17-1832,A,Yangon,Member,Male,Home and lifestyle,76.68,7.00,26.84,563.60,2020-02-08,10:38,Ewallet,9.00,536.76,February,Saturday,10,161.028,26.838,697.788
412-76-9519,C,Naypyitaw,Normal,Female,Sports and travel,38.46,6.00,11.54,242.30,2020-02-09,12:25,Cash,4.30,230.76,February,Sunday,12,69.228,11.538,299.988
153-76-8218,A,Yangon,Normal,Male,Electronic accessories,19.17,4.00,3.83,80.51,2020-02-10,13:44,Cash,6.50,76.68,February,Monday,13,23.004,3.834,99.684
708-17-8970,B,Mandalay,Normal,Male,Health and Beauty,42.42,9.00,19.09,400.87,2020-02-11,19:23,Cash,5.00,381.78,February,Tuesday,19,114.534,19.089,496.314
195-97-3538,A,Yangon,Normal,Female,Home and lifestyle,34.34,6.00,10.30,216.34,2020-02-12,16:00,Ewallet,9.30,206.04,February,Wednesday,16,61.812,10.302,267.852
551-46-7612,C,Naypyitaw,Member,Male,Baby care,85.84,4.00,17.17,360.53,2020-02-13,10:42,Ewallet,7.30,343.36,February,Thursday,10,103.008,17.168,446.368
834-64-1943,A,Yangon,Member,Male,Electronic accessories,38.20,3.00,5.73,120.33,2020-02-14,14:21,Ewallet,5.40,114.6,February,Friday,14,34.38,5.73,148.98
106-83-9966,C,Naypyitaw,Normal,Male,Electronic accessories,81.00,4.00,16.20,340.20,2020-02-15,14:55,Cash,7.00,324,February,Saturday,14,97.2,16.2,421.2
772-32-5242,B,Mandalay,Normal,Female,Home and lifestyle,90.27,3.00,13.54,284.35,2020-02-16,13:18,Ewallet,8.40,270.81,February,Sunday,13,81.243,13.5405,352.053
723-28-2308,B,Mandalay,Member,Male,Health and Beauty,49.04,2.00,4.90,102.98,2020-02-17,09:11,Credit card,9.70,98.08,February,Monday,9,29.424,4.904,127.504
799-91-9705,C,Naypyitaw,Normal,Female,Baby care,91.89,5.00,22.97,482.42,2020-02-18,14:27,Ewallet,5.30,459.45,February,Tuesday,14,137.835,22.9725,597.285
996-56-7852,B,Mandalay,Normal,Male,Fashion accessories,43.96,2.00,4.40,92.32,2020-02-19,19:59,Credit card,9.30,87.92,February,Wednesday,19,26.376,4.396,114.296
622-11-5566,B,Mandalay,Normal,Male,Health and Beauty,96.77,6.00,29.03,609.65,2020-02-20,18:32,Ewallet,9.60,580.62,February,Thursday,18,174.186,29.031,754.806
218-21-2555,B,Mandalay,Normal,Female,Food and beverages,18.04,3.00,2.71,56.83,2020-02-21,10:27,Cash,9.50,54.12,February,Friday,10,16.236,2.706,70.356
360-46-2279,B,Mandalay,Member,Male,Sports and travel,71.83,6.00,21.55,452.53,2020-02-22,18:51,Ewallet,7.80,430.98,February,Saturday,18,129.294,21.549,560.274
833-18-8083,C,Naypyitaw,Normal,Male,Home and lifestyle,54.44,9.00,24.50,514.46,2020-02-23,20:48,Credit card,7.80,489.96,February,Sunday,20,146.988,24.498,636.948
966-95-2387,A,Yangon,Normal,Female,Fashion accessories,44.89,1.00,2.24,47.13,2020-02-24,12:25,Credit card,6.40,44.89,February,Monday,12,13.467,2.2445,58.357
379-90-3679,A,Yangon,Member,Female,Baby care,66.94,6.00,20.08,421.72,2020-02-25,10:33,Ewallet,8.50,401.64,February,Tuesday,10,120.492,20.082,522.132
158-96-5223,B,Mandalay,Member,Female,Home and lifestyle,73.35,9.00,33.01,693.16,2020-02-26,10:39,Credit card,7.20,660.15,February,Wednesday,10,198.045,33.0075,858.195
835-90-4186,A,Yangon,Normal,Female,Home and lifestyle,10.39,4.00,2.08,43.64,2020-02-27,13:12,Credit card,8.10,41.56,February,Thursday,13,12.468,2.078,54.028
308-23-3599,A,Yangon,Member,Female,Health and Beauty,25.03,2.00,2.50,52.56,2020-02-28,14:59,Cash,6.60,50.06,February,Friday,14,15.018,2.503,65.078
336-34-8368,B,Mandalay,Normal,Male,Sports and travel,74.17,4.00,14.83,311.51,2020-02-29,13:21,Ewallet,8.40,296.68,February,Saturday,13,89.004,14.834,385.684
857-31-3541,B,Mandalay,Normal,Female,Food and beverages,69.97,1.00,3.50,73.47,2020-03-01,19:47,Ewallet,8.90,69.97,March,Sunday,19,20.991,3.4985,90.961
103-35-9633,A,Yangon,Member,Male,Electronic accessories,96.94,3.00,14.54,305.36,2020-03-02,10:59,Ewallet,4.90,290.82,March,Monday,10,87.246,14.541,378.066
128-96-9996,C,Naypyitaw,Normal,Male,Electronic accessories,78.49,9.00,35.32,741.73,2020-03-03,20:45,Credit card,9.00,706.41,March,Tuesday,20,211.923,35.3205,918.333
174-79-6475,B,Mandalay,Normal,Male,Home and lifestyle,95.57,5.00,23.89,501.74,2020-03-04,15:43,Ewallet,7.20,477.85,March,Wednesday,15,143.355,23.8925,621.205
140-47-8184,C,Naypyitaw,Normal,Female,Sports and travel,73.23,6.00,21.97,461.35,2020-03-05,14:54,Ewallet,9.10,439.38,March,Thursday,14,131.814,21.969,571.194
776-34-8141,A,Yangon,Normal,Female,Baby care,36.82,3.00,5.52,115.98,2020-03-06,13:20,Cash,6.60,110.46,March,Friday,13,33.138,5.523,143.598
477-85-2622,B,Mandalay,Member,Male,Baby care,19.48,5.00,4.87,102.27,2020-03-07,17:39,Cash,6.30,97.4,March,Saturday,17,29.22,4.87,126.62
728-95-3074,C,Naypyitaw,Member,Female,Fashion accessories,80.36,8.00,32.14,675.02,2020-03-08,12:24,Cash,9.50,642.88,March,Sunday,12,192.864,32.144,835.744
924-40-1645,B,Mandalay,Normal,Female,Health and Beauty,67.97,6.00,20.39,428.21,2020-03-09,16:00,Credit card,5.50,407.82,March,Monday,16,122.346,20.391,530.166
830-49-9801,A,Yangon,Member,Female,Sports and travel,14.34,4.00,2.87,60.23,2020-03-10,13:22,Ewallet,9.10,57.36,March,Tuesday,13,17.208,2.868,74.568
367-62-9646,C,Naypyitaw,Normal,Female,Sports and travel,42.40,2.00,4.24,89.04,2020-03-11,10:22,Cash,6.90,84.8,March,Wednesday,10,25.44,4.24,110.24
784-26-3969,A,Yangon,Normal,Male,Health and Beauty,96.11,9.00,43.25,908.24,2020-03-12,18:42,Cash,7.10,864.99,March,Thursday,18,259.497,43.2495,1124.487
575-71-3681,A,Yangon,Normal,Male,Baby care,55.04,1.00,2.75,57.79,2020-03-13,14:31,Cash,5.90,55.04,March,Friday,14,16.512,2.752,71.552
657-73-5225,B,Mandalay,Normal,Female,Baby care,48.95,1.00,2.45,51.40,2020-03-14,20:42,Ewallet,7.40,48.95,March,Saturday,20,14.685,2.4475,63.635
921-74-3866,C,Naypyitaw,Normal,Male,Baby care,51.19,4.00,10.24,215.00,2020-03-15,09:22,Ewallet,6.00,204.76,March,Sunday,9,61.428,10.238,266.188
792-45-6490,A,Yangon,Member,Female,Home and lifestyle,28.80,7.00,10.08,211.68,2020-03-16,08:20,Ewallet,4.20,201.6,March,Monday,8,60.48,10.08,262.08
893-38-9340,A,Yangon,Normal,Female,Sports and travel,43.18,1.00,2.16,45.34,2020-03-17,16:38,Credit card,5.60,43.18,March,Tuesday,16,12.954,2.159,56.134
878-49-8679,C,Naypyitaw,Member,Male,Electronic accessories,43.28,9.00,19.48,409.00,2020-03-18,14:26,Credit card,4.00,389.52,March,Wednesday,14,116.856,19.476,506.376
775-68-2333,A,Yangon,Member,Male,Health and Beauty,14.71,4.00,2.94,61.78,2020-03-19,20:43,Cash,9.90,58.84,March,Thursday,20,17.652,2.942,76.492
197-64-7766,A,Yangon,Normal,Male,Baby care,79.08,3.00,11.86,249.10,2020-03-20,09:23,Ewallet,9.80,237.24,March,Friday,9,71.172,11.862,308.412
763-31-7212,C,Naypyitaw,Normal,Female,Fashion accessories,47.49,1.00,2.37,49.86,2020-03-21,10:46,Cash,6.40,47.49,March,Saturday,10,14.247,2.3745,61.737
411-42-8715,C,Naypyitaw,Normal,Male,Baby care,84.00,4.00,16.80,352.80,2020-03-22,15:50,Ewallet,8.40,336,March,Sunday,15,100.8,16.8,436.8
850-29-2762,C,Naypyitaw,Normal,Female,Baby care,86.53,9.00,38.94,817.71,2020-03-23,17:06,Ewallet,6.10,778.77,March,Monday,17,233.631,38.9385,1012.401
343-90-8101,C,Naypyitaw,Normal,Male,Food and beverages,29.08,6.00,8.72,183.20,2020-03-24,09:47,Ewallet,8.00,174.48,March,Tuesday,9,52.344,8.724,226.824
606-82-1153,B,Mandalay,Member,Male,Home and lifestyle,69.16,6.00,20.75,435.71,2020-03-25,11:26,Credit card,8.80,414.96,March,Wednesday,11,124.488,20.748,539.448
549-82-3343,C,Naypyitaw,Normal,Female,Health and Beauty,52.51,1.00,2.63,55.14,2020-03-26,13:26,Credit card,9.70,52.51,March,Thursday,13,15.753,2.6255,68.263
116-10-2240,B,Mandalay,Normal,Female,Food and beverages,89.21,2.00,8.92,187.34,2020-03-27,16:52,Ewallet,6.40,178.42,March,Friday,16,53.526,8.921,231.946
160-52-2639,B,Mandalay,Member,Female,Food and beverages,29.42,6.00,8.83,185.35,2020-03-28,20:56,Cash,8.70,176.52,March,Saturday,20,52.956,8.826,229.476
141-34-8970,B,Mandalay,Member,Female,Fashion accessories,71.00,2.00,7.10,149.10,2020-03-29,12:25,Ewallet,5.60,142,March,Sunday,12,42.6,7.1,184.6
230-53-4549,A,Yangon,Normal,Female,Sports and travel,64.70,3.00,9.71,203.81,2020-03-30,15:47,Ewallet,9.90,194.1,March,Monday,15,58.23,9.705,252.33
201-21-3322,B,Mandalay,Member,Female,Fashion accessories,36.58,4.00,7.32,153.64,2020-03-31,20:12,Cash,4.20,146.32,March,Tuesday,20,43.896,7.316,190.216
712-53-5090,B,Mandalay,Normal,Female,Sports and travel,22.29,5.00,5.57,117.02,2020-04-01,08:22,Ewallet,7.60,111.45,April,Wednesday,8,33.435,5.5725,144.885
916-70-6136,A,Yangon,Member,Female,Sports and travel,68.65,9.00,30.89,648.74,2020-04-02,11:36,Cash,8.00,617.85,April,Thursday,11,185.355,30.8925,803.205
